base_fccs,area_percentage
66,30
56,25
26,13
1244,5
131,4
235,4
1281,3
0,2
1223,2
1261,2
308,2
519,2
69,2
52,1
105,<1
154,<1
20,<1
210,<1
213,<1
219,<1
22,<1
222,<1
224,<1
228,<1
236,<1
279,<1
28,<1
286,<1
287,<1
30,<1
304,<1
307,<1
310,<1
311,<1
313,<1
314,<1
315,<1
318,<1
352,<1
401,<1
409,<1
426,<1
427,<1
43,<1
435,<1
489,<1
493,<1
498,<1
518,<1
528,<1
529,<1
53,<1
531,<1
532,<1
57,<1
59,<1
61,<1
62,<1
67,<1
