base_fccs,area_percentage
123,20
268,15
1281,13
0,8
269,8
1244,7
467,5
275,4
110,3
287,3
455,3
114,1
129,1
213,1
410,1
426,1
441,1
469,1
106,<1
107,<1
109,<1
120,<1
1223,<1
1247,<1
1261,<1
1273,<1
138,<1
155,<1
185,<1
196,<1
219,<1
222,<1
267,<1
279,<1
283,<1
284,<1
307,<1
317,<1
335,<1
356,<1
401,<1
402,<1
404,<1
409,<1
412,<1
427,<1
429,<1
43,<1
445,<1
449,<1
453,<1
454,<1
456,<1
474,<1
486,<1
504,<1
509,<1
57,<1
