base_fccs,area_percentage
0,23
287,14
110,13
106,9
155,9
427,8
1281,4
109,2
114,2
138,2
267,2
335,2
269,1
275,1
284,1
356,1
409,1
426,1
441,1
467,1
469,1
-1111,<1
-9999,<1
107,<1
115,<1
1203,<1
1223,<1
123,<1
1244,<1
1247,<1
1261,<1
1273,<1
129,<1
175,<1
185,<1
196,<1
213,<1
219,<1
222,<1
268,<1
279,<1
283,<1
288,<1
307,<1
317,<1
401,<1
410,<1
43,<1
433,<1
435,<1
445,<1
449,<1
454,<1
455,<1
456,<1
462,<1
474,<1
486,<1
504,<1
505,<1
