base_fccs,area_percentage
0,53
73,12
72,8
78,7
80,7
483,4
-9999,2
82,2
1245,1
71,1
74,1
75,1
1203,<1
1247,<1
1273,<1
272,<1
342,<1
343,<1
344,<1
345,<1
346,<1
347,<1
348,<1
349,<1
442,<1
480,<1
485,<1
76,<1
79,<1
81,<1
