base_fccs,area_percentage
0,20
44,12
214,9
309,9
533,8
14,6
15,5
12,4
39,4
22,3
237,3
36,3
16,2
210,2
37,2
61,2
233,1
303,1
315,1
49,1
69,1
77,1
1244,<1
1247,<1
1261,<1
1273,<1
1281,<1
20,<1
213,<1
219,<1
222,<1
224,<1
232,<1
235,<1
236,<1
30,<1
301,<1
302,<1
304,<1
307,<1
308,<1
310,<1
311,<1
401,<1
409,<1
41,<1
426,<1
427,<1
43,<1
46,<1
48,<1
489,<1
493,<1
494,<1
498,<1
506,<1
51,<1
528,<1
529,<1
530,<1
531,<1
532,<1
540,<1
56,<1
57,<1
65,<1
