base_fccs,area_percentage
224,18
308,15
43,9
59,7
0,6
317,6
273,5
22,4
1244,3
1281,3
210,3
286,3
69,3
315,2
498,2
56,2
20,1
235,1
30,1
304,1
311,1
314,1
401,1
57,1
1223,<1
1261,<1
1273,<1
131,<1
15,<1
213,<1
218,<1
219,<1
222,<1
228,<1
233,<1
236,<1
287,<1
302,<1
307,<1
310,<1
313,<1
318,<1
334,<1
409,<1
426,<1
427,<1
44,<1
489,<1
493,<1
494,<1
52,<1
528,<1
529,<1
531,<1
532,<1
54,<1
