base_fccs,area_percentage
69,33
308,20
56,16
0,6
235,4
20,3
1244,2
1281,2
213,2
311,2
53,2
57,2
224,1
310,1
493,1
52,1
528,1
529,1
12,<1
1223,<1
1247,<1
1261,<1
1273,<1
15,<1
2,<1
208,<1
210,<1
214,<1
219,<1
22,<1
222,<1
233,<1
234,<1
236,<1
287,<1
30,<1
302,<1
304,<1
305,<1
307,<1
313,<1
314,<1
315,<1
316,<1
318,<1
329,<1
357,<1
37,<1
39,<1
401,<1
409,<1
41,<1
426,<1
427,<1
43,<1
435,<1
48,<1
489,<1
494,<1
496,<1
498,<1
530,<1
531,<1
532,<1
55,<1
59,<1
61,<1
62,<1
67,<1
8,<1
