base_fccs,area_percentage
0,38
1281,9
291,9
191,8
495,6
1273,4
288,4
519,3
1261,2
181,2
213,2
401,2
427,2
156,1
188,1
222,1
283,1
425,1
464,1
470,1
-9999,<1
1203,<1
1223,<1
123,<1
1244,<1
1247,<1
157,<1
161,<1
165,<1
174,<1
175,<1
176,<1
184,<1
185,<1
186,<1
190,<1
196,<1
203,<1
219,<1
240,<1
272,<1
276,<1
279,<1
282,<1
287,<1
307,<1
407,<1
409,<1
424,<1
426,<1
429,<1
43,<1
432,<1
435,<1
440,<1
456,<1
457,<1
475,<1
477,<1
491,<1
492,<1
511,<1
57,<1
