base_fccs,area_percentage
533,21
1244,13
0,11
1273,10
36,9
44,7
1281,5
493,3
1261,2
14,2
16,2
532,2
65,2
1223,1
213,1
214,1
301,1
303,1
39,1
401,1
77,1
12,<1
1247,<1
15,<1
20,<1
212,<1
215,<1
219,<1
222,<1
224,<1
235,<1
236,<1
287,<1
302,<1
307,<1
308,<1
310,<1
311,<1
313,<1
315,<1
316,<1
317,<1
336,<1
357,<1
361,<1
37,<1
409,<1
41,<1
426,<1
427,<1
43,<1
435,<1
46,<1
47,<1
48,<1
494,<1
53,<1
530,<1
57,<1
6,<1
61,<1
69,<1
7,<1
