base_fccs,area_percentage
52,21
59,20
22,15
0,10
61,10
313,6
62,5
2,3
304,3
315,3
1,1
334,1
496,1
-1111,<1
1223,<1
1244,<1
1261,<1
1273,<1
1281,<1
131,<1
142,<1
20,<1
213,<1
219,<1
222,<1
224,<1
235,<1
279,<1
286,<1
287,<1
307,<1
308,<1
310,<1
314,<1
317,<1
318,<1
320,<1
401,<1
409,<1
426,<1
427,<1
43,<1
442,<1
493,<1
498,<1
518,<1
519,<1
528,<1
53,<1
531,<1
532,<1
56,<1
57,<1
66,<1
67,<1
69,<1
