base_fccs,area_percentage
59,27
224,17
0,11
43,8
22,7
210,6
315,5
228,3
273,3
308,3
235,2
304,2
1244,1
1281,1
498,1
531,1
69,1
1223,<1
1261,<1
1273,<1
213,<1
218,<1
219,<1
222,<1
236,<1
28,<1
286,<1
287,<1
30,<1
307,<1
309,<1
310,<1
311,<1
314,<1
317,<1
334,<1
401,<1
409,<1
426,<1
427,<1
489,<1
493,<1
528,<1
529,<1
532,<1
54,<1
542,<1
57,<1
