base_fccs,area_percentage
0,51
-9999,7
325,7
322,5
329,5
331,5
103,3
87,3
105,2
350,2
356,2
326,1
339,1
92,1
93,1
99,1
13,<1
318,<1
323,<1
324,<1
327,<1
328,<1
330,<1
332,<1
333,<1
334,<1
335,<1
338,<1
340,<1
351,<1
355,<1
358,<1
493,<1
494,<1
530,<1
88,<1
89,<1
91,<1
94,<1
95,<1
98,<1
