base_fccs,area_percentage
1244,61
0,12
1281,4
274,4
154,3
469,3
1261,2
213,2
467,2
1223,1
269,1
284,1
401,1
413,1
426,1
441,1
461,1
109,<1
110,<1
114,<1
1247,<1
1273,<1
129,<1
131,<1
133,<1
138,<1
146,<1
147,<1
196,<1
219,<1
222,<1
264,<1
266,<1
275,<1
283,<1
287,<1
307,<1
317,<1
409,<1
420,<1
421,<1
427,<1
43,<1
435,<1
445,<1
449,<1
453,<1
454,<1
455,<1
459,<1
471,<1
509,<1
517,<1
