base_fccs,area_percentage
280,25
264,15
1223,12
0,9
518,9
1281,8
1244,6
284,4
66,3
1261,2
213,2
131,1
133,1
426,1
1273,<1
129,<1
154,<1
161,<1
180,<1
196,<1
219,<1
232,<1
269,<1
281,<1
283,<1
287,<1
307,<1
317,<1
318,<1
352,<1
401,<1
409,<1
411,<1
425,<1
427,<1
43,<1
435,<1
443,<1
453,<1
454,<1
461,<1
464,<1
467,<1
469,<1
470,<1
511,<1
519,<1
90,<1
