base_fccs,area_percentage
52,32
235,12
53,11
56,6
2,5
313,4
0,3
308,3
59,3
69,3
1244,2
1281,2
20,2
1223,1
1261,1
213,1
22,1
224,1
234,1
304,1
315,1
498,1
528,1
57,1
61,1
67,1
1,<1
1247,<1
1273,<1
208,<1
210,<1
219,<1
222,<1
233,<1
236,<1
279,<1
287,<1
302,<1
307,<1
310,<1
311,<1
314,<1
317,<1
318,<1
320,<1
334,<1
401,<1
409,<1
426,<1
427,<1
43,<1
435,<1
489,<1
493,<1
494,<1
496,<1
529,<1
531,<1
532,<1
62,<1
