base_fccs,area_percentage
484,28
173,24
1281,15
1244,9
518,7
0,6
401,3
1261,2
519,2
174,1
213,1
426,1
-1111,<1
1203,<1
1223,<1
1273,<1
133,<1
219,<1
264,<1
280,<1
307,<1
317,<1
409,<1
427,<1
43,<1
435,<1
436,<1
453,<1
456,<1
458,<1
492,<1
499,<1
511,<1
66,<1
