base_fccs,area_percentage
308,29
69,17
56,10
210,7
224,5
1244,4
235,4
528,3
1261,2
1281,2
233,2
310,2
57,2
0,1
1223,1
20,1
273,1
302,1
311,1
498,1
529,1
1247,<1
1273,<1
213,<1
218,<1
219,<1
22,<1
222,<1
236,<1
287,<1
30,<1
304,<1
307,<1
313,<1
314,<1
315,<1
317,<1
318,<1
401,<1
409,<1
426,<1
427,<1
43,<1
489,<1
493,<1
494,<1
531,<1
532,<1
59,<1
61,<1
62,<1
