base_fccs,area_percentage
0,42
1244,10
470,9
123,5
156,5
269,5
288,3
1281,2
175,2
283,2
448,2
1261,1
161,1
170,1
213,1
275,1
401,1
426,1
427,1
486,1
519,1
-9999,<1
107,<1
114,<1
1203,<1
1223,<1
1273,<1
129,<1
165,<1
174,<1
180,<1
185,<1
196,<1
219,<1
222,<1
264,<1
268,<1
279,<1
281,<1
284,<1
287,<1
307,<1
317,<1
404,<1
409,<1
410,<1
43,<1
433,<1
441,<1
445,<1
454,<1
455,<1
456,<1
464,<1
467,<1
469,<1
475,<1
488,<1
492,<1
508,<1
509,<1
511,<1
