base_fccs,area_percentage
236,34
49,19
210,16
66,8
228,6
30,3
43,3
0,2
311,2
45,2
224,1
232,1
273,1
353,1
540,1
1223,<1
1244,<1
1261,<1
1273,<1
1281,<1
131,<1
213,<1
219,<1
222,<1
235,<1
28,<1
287,<1
304,<1
307,<1
308,<1
310,<1
314,<1
315,<1
317,<1
318,<1
352,<1
401,<1
409,<1
426,<1
427,<1
44,<1
489,<1
493,<1
498,<1
518,<1
531,<1
532,<1
54,<1
57,<1
