base_fccs,area_percentage
69,26
308,15
311,15
56,11
0,6
1244,4
1281,2
235,2
236,2
286,2
52,2
20,1
213,1
22,1
224,1
228,1
304,1
310,1
315,1
489,1
498,1
528,1
59,1
105,<1
1223,<1
1261,<1
131,<1
2,<1
210,<1
219,<1
222,<1
26,<1
273,<1
28,<1
287,<1
30,<1
307,<1
313,<1
314,<1
317,<1
318,<1
334,<1
352,<1
401,<1
409,<1
426,<1
427,<1
43,<1
493,<1
494,<1
518,<1
519,<1
529,<1
531,<1
532,<1
57,<1
61,<1
62,<1
66,<1
