base_fccs,area_percentage
0,35
1244,13
170,10
156,7
283,6
470,6
448,3
1261,2
161,2
165,2
175,2
185,2
269,2
288,2
123,1
213,1
401,1
427,1
519,1
-9999,<1
1203,<1
1223,<1
1247,<1
1273,<1
1281,<1
174,<1
180,<1
196,<1
219,<1
222,<1
276,<1
279,<1
287,<1
291,<1
307,<1
317,<1
409,<1
426,<1
429,<1
43,<1
433,<1
435,<1
454,<1
455,<1
456,<1
464,<1
475,<1
482,<1
492,<1
509,<1
511,<1
513,<1
57,<1
