base_fccs,area_percentage
92,20
326,13
356,13
87,12
103,9
333,6
93,6
341,4
88,4
0,3
338,2
318,1
335,1
350,1
89,1
95,1
100,<1
105,<1
323,<1
324,<1
329,<1
331,<1
332,<1
334,<1
336,<1
339,<1
351,<1
357,<1
359,<1
85,<1
91,<1
94,<1
98,<1
99,<1
