base_fccs,area_percentage
156,22
470,19
283,11
1244,10
1281,10
0,7
185,3
1261,2
161,2
276,2
407,2
519,2
180,1
269,1
401,1
425,1
427,1
1203,<1
1223,<1
1247,<1
1273,<1
135,<1
157,<1
165,<1
174,<1
175,<1
184,<1
186,<1
190,<1
191,<1
196,<1
213,<1
219,<1
222,<1
275,<1
279,<1
281,<1
282,<1
287,<1
288,<1
307,<1
317,<1
409,<1
419,<1
424,<1
426,<1
43,<1
430,<1
431,<1
434,<1
435,<1
453,<1
456,<1
463,<1
464,<1
475,<1
491,<1
511,<1
57,<1
