base_fccs,area_percentage
1244,60
0,12
154,9
1281,8
469,3
1261,2
284,2
213,1
266,1
401,1
413,1
426,1
467,1
109,<1
114,<1
1223,<1
1247,<1
1273,<1
129,<1
131,<1
133,<1
138,<1
142,<1
143,<1
147,<1
176,<1
196,<1
219,<1
222,<1
264,<1
274,<1
275,<1
280,<1
287,<1
307,<1
317,<1
335,<1
356,<1
409,<1
420,<1
427,<1
429,<1
43,<1
435,<1
441,<1
443,<1
445,<1
449,<1
453,<1
454,<1
455,<1
459,<1
461,<1
471,<1
509,<1
518,<1
90,<1
